,OBJECTID,NatlDBNum,ConfCode,SpeciesID,ComName,Genus,Species,County,State,WaterBody,LatAcc,LongAcc,ObsDay,ObsStatus,SpeciesCategory,x,y,spatialReference,Date,lat,lon,Year,Carcass Condition,Country,Field Number,Month,Sex
292,1216.0,NE-2019-1218723,Confirmed - High Report,7.0,"Whale, humpback",Megaptera,novaeangliae,suffolk,NY,Atlantic Ocean,actual,actual,14.0,Fresh Dead,Humpback Whale,-8061145.266049507,4991831.326048938,102100.0,2019-NOV-14,40.86080000000004,-72.41449999999998,20191114,,,,,
293,797.0,NE-2019-1220375,Confirmed - High Report,7.0,"Whale, humpback",Megaptera,novaeangliae,newport,RI,Atlantic Ocean,actual,actual,13.0,Moderate Decomposition,Humpback Whale,-7918405.848979827,5037843.463553779,102100.0,2019-DEC-13,41.172667000000054,-71.13224999999993,20191213,,,,,
294,613.0,NE-2020-1221191,Confirmed - Medium Report,7.0,"Whale, humpback",Megaptera,novaeangliae,sussex,DE,Atlantic Ocean,actual,actual,15.0,Condition Unknown,Humpback Whale,-8354187.146393348,4667028.891347566,102100.0,2020-JAN-15,38.617500000000064,-75.04693999999995,20200115,,,,,
295,379.0,NE-2020-1223840,Confirmed - High Report,7.0,"Whale, humpback",Megaptera,novaeangliae,accomack,VA,Atlantic Ocean,actual,actual,28.0,Moderate Decomposition,Humpback Whale,-8477389.213592367,4531895.027996736,102100.0,2020-JAN-28,37.66276700000003,-76.15368299999994,20200128,,,,,
296,516.0,NE-2020-1222526,Confirmed - Medium Report,7.0,"Whale, humpback",Megaptera,novaeangliae,northampton,VA,Atlantic Ocean,actual,actual,4.0,Moderate Decomposition,Humpback Whale,-8453627.400365598,4451287.998681176,102100.0,2020-FEB-04,37.087341000000045,-75.94022699999994,20200204,,,,,
297,517.0,NE-2020-1222525,Confirmed - Minimum,7.0,"Whale, humpback",Megaptera,novaeangliae,northampton,VA,Atlantic Ocean,actual,actual,5.0,Moderate Decomposition,Humpback Whale,-8417757.254805755,4492907.55348815,102100.0,2020-FEB-05,37.38500000000005,-75.61799999999994,20200205,,,,,
298,471.0,NE-2020-1222910,Confirmed - High Report,7.0,"Whale, humpback",Megaptera,novaeangliae,queens,NY,Atlantic Ocean,actual,actual,31.0,Moderate Decomposition,Humpback Whale,-8223460.215575178,4948286.87848417,102100.0,2020-MAR-31,40.56430000000006,-73.87259999999998,20200331,,,,,
299,171.0,NE-2020-1226290,Confirmed - High Report,7.0,"Whale, humpback",Megaptera,novaeangliae,monmouth,NJ,Atlantic Ocean,actual,actual,30.0,Fresh Dead,Humpback Whale,-8235477.711203767,4940821.251867325,102100.0,2020-APR-30,40.513333000000046,-73.98055499999997,20200430,,,,,
300,355.0,NE-2020-1224272,Confirmed - High Report,7.0,"Whale, humpback",Megaptera,novaeangliae,suffolk,NY,Atlantic Ocean,actual,actual,22.0,Moderate Decomposition,Humpback Whale,-8100207.275368862,4968588.388576139,102100.0,2020-MAY-22,40.70270000000005,-72.76539999999993,20200522,,,,,
301,154.0,NE-2020-1226352,Confirmed - Medium Report,7.0,"Whale, humpback",Megaptera,novaeangliae,monmouth,NJ,Atlantic Ocean,actual,actual,29.0,Alive,Humpback Whale,-8235113.028551925,4921535.512492919,102100.0,2020-MAY-29,40.38149200000004,-73.97727899999994,20200529,,,,,
302,148.0,NE-2020-1226374,Confirmed - Medium Report,7.0,"Whale, humpback",Megaptera,novaeangliae,ocean,NJ,Atlantic Ocean,actual,actual,8.0,Alive,Humpback Whale,-8245468.858141442,4855321.346493981,102100.0,2020-JUN-08,39.92687300000006,-74.07030699999996,20200608,,,,,
303,87.0,NE-2020-1227903,Confirmed - High Report,7.0,"Whale, humpback",Megaptera,novaeangliae,hancock,ME,Atlantic Ocean,actual,actual,9.0,Advanced Decomposition,Humpback Whale,-7580849.308018591,5524207.72882196,102100.0,2020-JUL-09,44.37852400000002,-68.09992799999998,20200709,,,,,
304,252.0,NE-2020-1225901,Confirmed - High Report,7.0,"Whale, humpback",Megaptera,novaeangliae,suffolk,NY,Atlantic Ocean,actual,actual,18.0,Moderate Decomposition,Humpback Whale,-8110827.154790545,4971951.589480766,102100.0,2020-JUL-18,40.725600000000036,-72.86079999999998,20200718,,,,,
305,105.0,NE-2020-1226752,Confirmed - Medium Report,7.0,"Whale, humpback",Megaptera,novaeangliae,nantucket,MA,Atlantic Ocean,actual,actual,27.0,Advanced Decomposition,Humpback Whale,-7806506.569543075,5048581.505547726,102100.0,2020-JUL-27,41.24523611000007,-70.12704166999998,20200727,,,,,
306,96.0,NE-2020-1227001,Confirmed - Medium Report,7.0,"Whale, humpback",Megaptera,novaeangliae,nantucket,MA,Atlantic Ocean,estimate,estimate,5.0,Advanced Decomposition,Humpback Whale,-7821416.578575287,5036399.56151924,102100.0,2020-AUG-05,41.162902780000024,-70.26098055999995,20200805,,,,,
307,78.0,NE-2020-1228051,Confirmed - High Report,7.0,"Whale, humpback",Megaptera,novaeangliae,atlantic,NJ,Atlantic Ocean,actual,actual,16.0,Fresh Dead,Humpback Whale,-8288529.018292135,4767124.380206564,102100.0,2020-SEP-16,39.316604000000034,-74.45712299999997,20200916,,,,,
308,61.0,NE-2020-1229152,Confirmed - High Report,7.0,"Whale, humpback",Megaptera,novaeangliae,suffolk,NY,,actual,actual,5.0,Alive,Humpback Whale,-8009075.574230949,5025655.260710522,102100.0,2020-NOV-05,41.09020000000004,-71.94674999999994,20201105,,,,,
309,4.0,NE-2020-1231443,Unconfirmed,7.0,"Whale, humpback",Megaptera,novaeangliae,nantucket,MA,Atlantic Ocean,actual,actual,26.0,Advanced Decomposition,Humpback Whale,-7849158.940795505,5000471.080804135,102100.0,2020-NOV-26,40.91947222000004,-70.51019443999996,20201126,,,,,
310,57.0,NE-2020-1230374,Confirmed - High Report,7.0,"Whale, humpback",Megaptera,novaeangliae,ocean,NJ,Atlantic Ocean,estimate,estimate,24.0,Moderate Decomposition,Humpback Whale,-8250898.577624379,4826891.820561679,102100.0,2020-DEC-24,39.73074600000006,-74.11908299999999,20201224,,,,,
311,,,,,"Whale, humpback",,,new hanover,NC,,,,,,,,,,,33.99518,-77.90637,20160127,Fresh Dead,USA,WAM709,Jan,Male
312,,,,,"Whale, humpback",,,georgetown,SC,,,,,,,,,,,33.21143,-79.18188,20160217,Moderate Decomposition,USA,SC1602,Feb,Male
313,,,,,"Whale, humpback",,,dare,NC,,,,,,,,,,,35.29202,-75.51358,20160219,Moderate Decomposition,USA,CAHA341,Feb,Female
314,,,,,"Whale, humpback",,,ocean,NJ,,,,,,,,,,,39.720539,-74.121103,20160324,Moderate Decomposition,USA,MMSC-16-030,Mar,Unk
315,,,,,"Whale, humpback",,,newport,RI,,,,,,,,,,,41.465721,-71.302361,20160423,Fresh Dead,USA,SYMn1623,Apr,Male
316,,,,,"Whale, humpback",,,sussex,DE,,,,,,,,,,,38.822233,-75.036667,20160705,Fresh Dead,USA,MERRST1519Mn,Jul,Male
317,,,,,"Whale, humpback",,,worcester,MD,,,,,,,,,,,38.2531043,-75.1281681,20160712,Advanced Decomposition,USA,16-MNO-21,Jul,Unk
318,,,,,"Whale, humpback",,,dukes,MA,,,,,,,,,,,41.350507,-70.574146,20160912,Moderate Decomposition,USA,IFAW16-172Mn,Sep,Male
319,,,,,"Whale, humpback",,,lincoln,ME,,,,,,,,,,,43.671849,-69.587925,20161006,Advanced Decomposition,USA,MME-16-260Mn,Oct,Male
320,,,,,"Whale, humpback",,,brunswick,NC,,,,,,,,,,,33.84367,-77.96867,20161027,Fresh Dead,USA,WAM714,Oct,Female
321,,,,,"Whale, humpback",,,new castle,DE,,,,,,,,,,,39.717316,-75.518067,20161028,Moderate Decomposition,USA,MERRCA1538Mn,Oct,Female
322,,,,,"Whale, humpback",,,barnstable,MA,,,,,,,,,,,42.073416667,-70.12316667,20161208,Moderate Decomposition,USA,IFAW16-227Mn,Dec,Female
323,,,,,"Whale, humpback",,,currituck,NC,,,,,,,,,,,36.53208,-75.864238,20161219,Moderate Decomposition,USA,KLC266,Dec,Female
324,,,,,"Whale, humpback",,,dare,NC,,,,,,,,,,,36.1187582,-75.7204116,20170116,Advanced Decomposition,USA,KLC268,Jan,Female
325,,,,,"Whale, humpback",,,carteret,NC,,,,,,,,,,,34.71946,-76.44694,20170126,Fresh Dead,USA,CALO17-02,Jan,Female
326,,,,,"Whale, humpback",,,dare,NC,,,,,,,,,,,35.983444,-75.166861,20170217,Moderate Decomposition,USA,NCUR20170217,Feb,Unk
327,,,,,"Whale, humpback",,,worcester,MD,,,,,,,,,,,38.0706,-74.9735,20170220,Moderate Decomposition,USA,17-MNO-02,Feb,Unk
328,,,,,"Whale, humpback",,,dare,NC,,,,,,,,,,,35.30663,-75.51,20170317,Moderate Decomposition,USA,CAHA391,Mar,Female
329,,,,,"Whale, humpback",,,dare,NC,,,,,,,,,,,35.62302,-75.46765,20170324,Advanced Decomposition,USA,CAHA392,Mar,Unk
330,,,,,"Whale, humpback",,,dare,NC,,,,,,,,,,,35.48011,-75.47974,20170401,Moderate Decomposition,USA,CAHA393,Apr,Male
331,,,,,"Whale, humpback",,,queens,NY,,,,,,,,,,,40.576225,-73.8362,20170403,Moderate Decomposition,USA,AMCS20Mn2017,Apr,Male
332,,,,,"Whale, humpback",,,new castle,DE,,,,,,,,,,,39.181077,-75.403408,20170423,Advanced Decomposition,USA,MERRST1547Mn,Apr,Unk
333,,,,,"Whale, humpback",,,eez,Va,,,,,,,,,,,36.8724,-75.4349,20170517,Moderate Decomposition,USA,VAQS20171049,May,Unk
334,,,,,"Whale, humpback",,,ocean,NJ,,,,,,,,,,,39.6293,-73.9746,20170603,Fresh Dead,USA,MMSC-17-092,Jun,Unk
335,,,,,"Whale, humpback",,,newport,RI,,,,,,,,,,,41.4545,-71.40061,20170615,Advanced Decomposition,USA,SxMn1746,Jun,Female
336,,,,,"Whale, humpback",,,eez,MA,,,,,,,,,,,41.12505,-70.561933,20170706,Advanced Decomposition,USA,NMFSGAR070617Mn,Jul,Unk
337,,,,,"Whale, humpback",,,eez,MA ,,,,,,,,,,,41.6055556,-67.6105555555555,20170817,Advanced Decomposition,USA,NMFSGAR081717Mn3,Aug,Unk
338,,,,,"Whale, humpback",,,washington,RI,,,,,,,,,,,41.1519889,-71.5522528,20170905,Moderate Decomposition,USA,SYMn1755,Sep,Male
339,,,,,"Whale, humpback",,,washington,RI,,,,,,,,,,,41.1728,-71.5543,20171001,Advanced Decomposition,USA,SXMn1758,Oct,Female
340,,,,,"Whale, humpback",,,suffolk,NY,,,,,,,,,,,41.1895,-72.1666,20171019,Advanced Decomposition,USA,AMCS117Mn2017,Oct,Female
341,,,,,"Whale, humpback",,,eez,MA,,,,,,,,,,,40.6811111,-69.9430555555555,20171219,Moderate Decomposition,USA,NMFSGAR121917Mn,Dec,Unk
342,,,,,"Whale, humpback",,,nassau,FL,,,,,,,,,,,30.5997,-81.4422,20180128,Advanced Decomposition,USA,MnNEFL1802,Jan,Male
343,,,,,"Whale, humpback",,,carteret,NC,,,,,,,,,,,34.60827,-76.52822,20180205,Advanced Decomposition,USA,CALO18-05,Feb,Male
344,,,,,"Whale, humpback",,,flager,FL,,,,,,,,,,,29.479739,-81.12652,20180214,Mummified/Skeletal Remains,USA,GACFS-18-05-Mn,Feb,Unk
345,,,,,"Whale, humpback",,,eez,GA,,,,,,,,,,,30.87763,-80.89457,20180224,Fresh Dead,USA,GA2018008,Feb,Unk
346,,,,,"Whale, humpback",,,currituck,NC,,,,,,,,,,,36.308458,-75.431021,20180228,Moderate Decomposition,USA,NCRU20180228Mn,Feb,Female
347,,,,,"Whale, humpback",,,eez,NY,,,,,,,,,,,39.391354,-72.9566171,20180228,Unknown,USA,NMFSGAR022818Mn,Feb,Unk
348,,,,,"Whale, humpback",,,eez,MA,,,,,,,,,,,42.1158333,-67.4336111111111,20180301,Moderate Decomposition,USA,NMFSGAR030118Mn,Mar,Unk
349,,,,,"Whale, humpback",,,monmouth,NJ,,,,,,,,,,,40.4674,-74.0104,20180505,Moderate Decomposition,USA,MMSC-18-104_AMCS53Mn2018,May,Male
350,,,,,"Whale, humpback",,,monmouth,NJ,,,,,,,,,,,40.316861,-73.816917,20180522,Moderate Decomposition,USA,MMSC-18-130,May,Male
351,,,,,"Whale, humpback",,,eez,MA,,,,,,,,,,,41.01247,-70.42068,20180522,Unknown,USA,NMFSGARFO052218Mn,May,Unk
352,,,,,"Whale, humpback",,,accomack,VA,,,,,,,,,,,37.73515147,-75.56317,20180531,Mummified/Skeletal Remains,USA,VAQS20181049,May,Unk
353,,,,,"Whale, humpback",,,essex,MA,,,,,,,,,,,42.5605556,-70.9266666666666,20180917,Moderate Decomposition,USA,NEAQ-18-109Mn_NMFSGARFO091718Mn             ,Sep,Female
354,,,,,"Whale, humpback",,,hancock,ME,,,,,,,,,,,44.121,-68.3681,20180929,Advanced Decomposition,USA,COA180929Mn,Sep,Unk
355,,,,,"Whale, humpback",,,eez,NC,,,,,,,,,,,35.791975,-74.599389,20190203,Moderate Decomposition,USA,NCUR20190203,Feb,Unk
356,,,,,"Whale, humpback",,,dare,NC,,,,,,,,,,,35.8025,-75.5433,20190212,Moderate Decomposition,USA,CAHA451,Feb,Male
357,,,,,"Whale, humpback",,,currituck,NC,,,,,,,,,,,36.2817651,-75.7934379,20190217,Fresh Dead,USA,KLC310,Feb,Male
358,,,,,"Whale, humpback",,,currituck,NC,,,,,,,,,,,36.333674,-75.811672,20190317,Moderate Decomposition,USA,KLC319,Mar,Female
359,,,,,"Whale, humpback",,,eez,GA,,,,,,,,,,,31.90402,-80.2366,20190324,Moderate Decomposition,USA,GA2019012,Mar,Unk
360,,,,,"Whale, humpback",,,virginia beach,VA,,,,,,,,,,,36.85667,-74.541667,20190502,Advanced Decomposition,USA,VAQS20191045,May,Unk
361,,,,,"Whale, humpback",,,eez,MA,,,,,,,,,,,42.503689,-70.065064,20190529,Moderate Decomposition,USA,NMFSGAR05292019Mn,May,Unk
362,,,,,"Whale, humpback",,,cape may,DE,,,,,,,,,,,39.196448,-74.650725,20190606,Advanced Decomposition,USA,MMSC-19-115,Jun,Female
363,,,,,"Whale, humpback",,,eez,MA,,,,,,,,,,,41.76666667,-66.81666667,20190616,Unknown,USA,GARFO061619Mn,Jun,Unk
364,,,,,"Whale, humpback",,,monmouth,NJ,,,,,,,,,,,40.33875,-73.92265,20190810,Advanced Decomposition,USA,MMSC-19-147,Aug,Female
365,,,,,"Whale, humpback",,,plymouth,MA,,,,,,,,,,,42.2313889,-70.6191666666666,20190826,Advanced Decomposition,USA,NMFSGARFO082619Mn,Aug,Unk
366,,,,,"Whale, humpback",,,nassau,NY,,,,,,,,,,,40.58199,-73.6493,20190930,Moderate Decomposition,USA,AMCS190Mn2019,Sep,Male
367,,,,,"Whale, humpback",,,cumberland,NJ,,,,,,,,,,,39.138255,-75.409333,20191004,Moderate Decomposition,USA,MMSC-19-172,Oct,Unk
368,,,,,"Whale, humpback",,,currituck,NC,,,,,,,,,,,36.334,-75.8122,20200123,Moderate Decomposition,USA,KLC333,Jan,Female
369,,,,,"Whale, humpback",,,barnstable,MA,,,,,,,,,,,41.92581,-70.06562,20200208,Moderate Decomposition,USA,IFAW20-009Mn,Feb,Female
370,,,,,"Whale, humpback",,,eez,NY,,,,,,,,,,,39.593,-72.41,20200217,Moderate Decomposition,USA,NMFSGAR02172020Mn,Feb,Unk
371,,,,,"Whale, humpback",,,dare,NC,,,,,,,,,,,35.9541,-75.621,20200305,Moderate Decomposition,USA,JPIER023,Mar,Male
372,,,,,"Whale, humpback",,,eez,MA,,,,,,,,,,,40.83361,-70.61722,20200311,Moderate Decomposition,USA,NMFSGAR03112020Mn,Mar,Unk
373,,,,,"Whale, humpback",,,brunswick,NC,,,,,,,,,,,33.9062,-78.09578,20200409,Moderate Decomposition,USA,WAM737,Apr,Unk
374,,,,,"Whale, humpback",,,volusia,FL,,,,,,,,,,,29.3088,-81.045611,20200410,Advanced Decomposition,USA,Hubbs-2014-Mn,Apr,Male
375,,,,,"Whale, humpback",,,suffolk,NY,,,,,,,,,,,40.7654,-72.7488,20200522,Advanced Decomposition,USA,AMCS76Mn2020,May,Male
376,,,,,"Whale, humpback",,,suffolk,NY,,,,,,,,,,,40.96814,-72.1249,20200530,Advanced Decomposition,USA,AMCS80Mn2020,May,Female
377,,,,,"Whale, humpback",,,eez,MA,,,,,,,,,,,41.404131,-70.188958,20200716,Moderate Decomposition,USA,NMFSGAR07162020Mn,Jul,Unk
378,,,,,"Whale, humpback",,,suffolk,NY,,,,,,,,,,,41.0573,-71.805,20200717,Moderate Decomposition,USA,AMCS101Mn2020,Jul,Unk
379,,,,,"Whale, humpback",,,suffolk,NY,,,,,,,,,,,40.7342,-72.8576,20200718,Advanced Decomposition,USA,AMCS104Mn2020,Jul,Female
380,,,,,"Whale, humpback",,,eez,NY,,,,,,,,,,,40.950239,-71.61673,20200725,Moderate Decomposition,USA,NMFSGAR07252020Mn,Jul,Unk
381,,,,,"Whale, humpback",,,nantucket,MA,,,,,,,,,,,41.28362,-70.23483,20200805,Advanced Decomposition,USA,MMAN20-174_NMFSGAR08082020Mn,Aug,Unk
382,,,,,"Whale, humpback",,,eez,MA ,,,,,,,,,,,40.9093,-70.22325,20200914,Unknown,USA,NMFSGAR09142020Mn,Sep,Unk
383,,,,,"Whale, humpback",,,suffolk,NY,,,,,,,,,,,40.718,-72.9123,20201027,Moderate Decomposition,USA,AMCS163Mn2020,Oct,Male
384,,,,,"Whale, humpback",,,cape may,NJ,,,,,,,,,,,39.001394,-74.706667,20201104,Moderate Decomposition,USA,MMSC-20-156,Nov,Female
385,,,,,"Whale, humpback",,,barnstable,MA,,,,,,,,,,,41.65578,-69.979175,20201107,Moderate Decomposition,USA,IFAW20-251Mn,Nov,Male
386,,,,,"Whale, humpback",,,suffolk,NY,,,,,,,,,,,40.8079,-71.7308,20201108,Moderate Decomposition,USA,AMCS169Mn2020,Nov,Unk
387,,,,,"Whale, humpback",,,nantucket,MA,,,,,,,,,,,40.9194444,-70.6102777777777,20201127,Advanced Decomposition,USA,MMAN20-189,Dec,Unk
388,,,,,"Whale, humpback",,,dukes,MA,,,,,,,,,,,41.168854,-70.12716,20201204,Unknown,USA,NMFSGAR12042020Mn,Dec,Unk
389,,,,,"Whale, humpback",,,virginia beach,VA,,,,,,,,,,,36.883333,-75.863333,20201211,Moderate Decomposition,USA,VAQS20201094,Dec,Unk
390,,,,,"Whale, humpback",,,barnstable,MA,,,,,,,,,,,42.065615,-70.244772,20201228,Moderate Decomposition,USA,IFAW-20-307Mn,Dec,Male
391,,,,,"Whale, humpback",,,dare,NC,,,,,,,,,,,35.7648,-75.5572,20210106,Moderate Decomposition,USA,KLC352,Jan,Female
392,,,,,"Whale, humpback",,,worcester,MD,,,,,,,,,,,38.243085,-75.132879,20210218,Moderate Decomposition,USA,21-MNO-02,Feb,Unk
393,,,,,"Whale, humpback",,,dare,NC,,,,,,,,,,,35.61345,-75.46645,20210318,Advanced Decomposition,USA,CAHA527,Mar,Unk
394,,,,,"Whale, humpback",,,currituck,NC,,,,,,,,,,,36.2849,-75.79441,20210319,Moderate Decomposition,USA,KLC357,Mar,Unk
395,,,,,"Whale, humpback",,,eez,MA,,,,,,,,,,,41.333377,-70.640908,20210411,Moderate Decomposition,USA,NMFSGAR04112021Mn,Apr,Unk
396,,,,,"Whale, humpback",,,eez,MA,,,,,,,,,,,41.5275,-69.296,20210720,Advanced Decomposition,USA,NMFSGAR07202021Mn,Jul,Unk
397,,,,,"Whale, humpback",,,eez,MA,,,,,,,,,,,42.228855,-70.316827,20210816,Advanced Decomposition,USA,NMFSGAR08162021Mn,Aug,Unk
398,,,,,"Whale, humpback",,,richmond,NY,,,,,,,,,,,40.541871,-74.125844,20210917,Moderate Decomposition,USA,AMCS130Mn2021,Sep,Male
399,,,,,"Whale, humpback",,,northampton,VA,,,,,,,,,,,37.1875,-75.89497,20210920,Mummified/Skeletal Remains,USA,VAQS20211066,Sep,Unk
400,,,,,"Whale, humpback",,,barnstable,MA,,,,,,,,,,,42.03363,-70.169556,20211122,Fresh Dead,USA,IFAW21-284Mn,Nov,Unk
401,,,,,"Whale, humpback",,,newport,RI,,,,,,,,,,,41.485349,-71.190541,20220108,Moderate Decomposition,USA,SXMn2202_AMCS003Mn2022,Jan,Female
402,,,,,"Whale, humpback",,,virginia beach,VA,,,,,,,,,,,36.60651,-74.8961,20220302,Advanced Decomposition,USA,VAQS20221006,Mar,Unk
403,,,,,"Whale, humpback",,,new hanover,NC,,,,,,,,,,,34.047883,-77.825633,20220316,Advanced Decomposition,USA,WAM747,Mar,Male
404,,,,,"Whale, humpback",,,barnstable,MA,,,,,,,,,,,42.1544167,-70.2214722,20220501,Moderate Decomposition,USA,IFAW22-097Mn,May,Male
405,,,,,"Whale, humpback",,,cape may,NJ,,,,,,,,,,,39.120043,-74.729595,20220524,Advanced Decomposition,USA,MMSC-22-072,May ,Unk
406,,,,,"Whale, humpback",,,nantucket,MA,,,,,,,,,,,40.62263,-70.16249,20220525,Advanced Decomposition,USA,NMFSGAR05252022Mn_MMAN22-101,May ,Unk
407,,,,,"Whale, humpback",,,cape may,NJ,,,,,,,,,,,39.045933,-74.74333,20220709,Moderate Decomposition,USA,MMSC-22-095,Jul,Male
408,,,,,"Whale, humpback",,,barnstable,MA,,,,,,,,,,,41.882988,-70.046529,20220726,Fresh Dead,USA,IFAW22-177Mn,Jul,Female
409,,,,,"Whale, humpback",,,york,ME,,,,,,,,,,,43.27667,-69.903889,20220730,Unknown,USA,NMFSGAR073022Mn,Jul,Unk
410,,,,,"Whale, humpback",,,washington,RI,,,,,,,,,,,40.98944,-71.0508,20220902,Advanced Decomposition,USA,SUMn2259Mn,Sep,Unk
411,,,,,"Whale, humpback",,,washington,RI,,,,,,,,,,,41.176248,-71.539367,20221013,Moderate Decomposition,USA,SYMn2263,Oct,Male
412,,,,,"Whale, humpback",,,lincoln,ME,,,,,,,,,,,43.82797,-69.566442,20221031,Advanced Decomposition,USA,MME-22-418Mn,Oct,Male
413,,,,,"Whale, humpback",,,suffolk,NY,,,,,,,,,,,40.72302,-72.89396,20221112,Advanced Decomposition,USA,AMCS123Mn2022,Nov,Unk
414,,,,,"Whale, humpback",,,suffolk,NY,,,,,,,,,,,40.981,-72.41743,20221203,Moderate Decomposition,USA,AMCS160Mn2022,Dec,Female
415,,,,,"Whale, humpback",,,dare,NC,,,,,,,,,,,35.291305,-75.513288,20221205,Advanced Decomposition,USA,CAHA 586Mn,Dec,Female
416,,,,,"Whale, humpback",,,cape may,NJ,,,,,,,,,,,39.18651,-74.665974,20221210,Fresh Dead,USA,MMSC-22-151,Dec,Female
417,,,,,"Whale, humpback",,,currituck,NC,,,,,,,,,,,36.416853,-74.783453,20221221,Advanced Decomposition,USA,NCUR20221221,Dec,Unk
418,,,,,"Whale, humpback",,,atlantic,NJ,,,,,,,,,,,39.350358,-74.446686,20221223,Moderate Decomposition,USA,MMSC-22-154,Dec,Female
419,,,,,"Whale, humpback",,,carteret,NC,,,,,,,,,,,34.893952,-76.261643,20221228,Moderate Decomposition,USA,CALO22-06,Dec,Female
420,,,,,"Whale, humpback",,,atlantic,NJ,,,,,,,,,,,39.352564,-74.438584,20230107,Moderate Decomposition,USA,MMSC-23-001,Jan,Female
421,,,,,"Whale, humpback",,,virginia beach,VA,,,,,,,,,,,36.9203588,-76.0648251,20230112,Unknown,USA,VAQS20231002,Jan,Unk
422,,,,,"Whale, humpback",,,atlantic,NJ,,,,,,,,,,,39.43341,-74.336033,20230112,Unknown,USA,MMSC-23-002,Jan,Unk
423,,,,,"Whale, humpback",,,worcester,MD,,,,,,,,,,,38.131602,-75.177917,20230116,Moderate Decomposition,USA,23-MNO-01,Jan,Female
424,,,,,"Whale, humpback",,,ocean,NJ,,,,,,,,,,,39.3388889,-73.585,20230118,Moderate Decomposition,USA,MMSC-23-003,Jan,Unk
425,,,,,"Whale, humpback",,,atlantic,NJ,,,,,,,,,,,39.6641667,-73.6863889,20230128,Unknown,USA,MMSC-23-005,Jan,Unk
426,,,,,"Whale, humpback",,,nassau,NY,,,,,,,,,,,40.585341,-73.622896,20230130,Moderate Decomposition,USA,AMCS013Mn2023,Jan,Male
427,,,,,"Whale, humpback",,,northumberland,VA,,,,,,,,,,,36.9405,-76.044667,20230207,Moderate Decomposition,USA,VAQS20231003,Feb,Female
428,,,,,"Whale, humpback",,,northampton,VA,,,,,,,,,,,37.2426556,-76.0190306,20230211,Moderate Decomposition,USA,VAQS20231004,Feb,Female
429,,,,,"Whale, humpback",,,monmouth,NJ,,,,,,,,,,,40.103389,-74.033872,20230213,Moderate Decomposition,USA,MMSC-23-015-Mn_AMCS018Mn2023,Feb,Female
430,,,,,"Whale, humpback",,,queens,NY,,,,,,,,,,,40.4936,-73.8885,20230227,Moderate Decomposition,USA,AMCS022Mn2023,Feb,Unk
431,,,,,"Whale, humpback",,,ocean,NJ,,,,,,,,,,,39.931917,-74.071392,20230301,Moderate Decomposition,USA,MMSC-23-016-Mn,Mar,Female
432,,,,,"Whale, humpback",,,northampton,VA,,,,,,,,,,,37.23713,-76.01584,20230309,Moderate Decomposition,USA,VAQS20231010,Mar,Female
433,,,,,"Whale, humpback",,,accomack,VA,,,,,,,,,,,37.86883,-75.26583,20230310,Moderate Decomposition,USA,VAQS20231011,Mar,Unk
434,,,,,"Whale, humpback",,,eez,NJ,,,,,,,,,,,39.7636111,-71.24555,20230323,Moderate Decomposition,USA,MMSC-23-056,Mar,Unk
435,,,,,"Whale, humpback",,,accomack,VA,,,,,,,,,,,37.64715,-76.00425,20230403,Moderate Decomposition,USA,VAQS20231016,Apr,Unk
436,,,,,"Whale, humpback",,,dare,NC,,,,,,,,,,,36.0941,-75.7066,20230515,Advanced Decomposition,USA,KLC378,May,Unk
437,,,,,"Whale, humpback",,,eez,MA,,,,,,,,,,,40.5352533,-67.2605238,20230516,Advanced Decomposition,USA,NMFSGAR05162023,May,Unk
438,,,,,"Whale, humpback",,,suffolk,NY,,,,,,,,,,,40.6262,-73.2341,20230519,Moderate Decomposition,USA,AMCS064Mn2023,May,Male
439,,,,,"Whale, humpback",,,washington,RI,,,,,,,,,,,41.2666667,-71.68,20230526,Moderate Decomposition,USA,SYMn2346,May,Male
440,,,,,"Whale, humpback",,,suffolk,NY,,,,,,,,,,,40.86304,-72.17364,20230531,Moderate Decomposition,USA,AMCS068Mn2023,May,Male
441,,,,,"Whale, humpback",,,richmond,NY,,,,,,,,,,,40.500267,-74.128563,20230531,Moderate Decomposition,USA,AMCS069Mn2023,May,Male
442,,,,,"Whale, humpback",,,nantucket,MA,,,,,,,,,,,40.70022,-67.96268,20230531,Advanced Decomposition,USA,NMFSGAR05312023Mn,Jun,Unk
443,,,,,"Whale, humpback",,,dukes,MA,,,,,,,,,,,41.22,-70.41,20230611,Advanced Decomposition,USA,NMFSGAR06112023Mn,Jun,Unk
444,,,,,"Whale, humpback",,,dukes,MA,,,,,,,,,,,41.351997,-70.534636,20230612,Advanced Decomposition,USA,NMFSGAR06122023Mn,Jun,Male
445,,,,,"Whale, humpback",,,nantucket,MA,,,,,,,,,,,41.02,-69.943,20230614,Unknown,USA,NMFSGAR06142023Mn,Jun,Unk
446,,,,,"Whale, humpback",,,nassau,NY,,,,,,,,,,,40.58318,-73.70245,20230626,Advanced Decomposition,USA,AMCS081Mn2023,Jun,Unk
447,,,,,"Whale, humpback",,,barnstable,MA,,,,,,,,,,,41.711131,-70.643919,20230722,Moderate Decomposition,USA,IFAW23-215Mn,Jul,Female
448,,,,,"Whale, humpback",,,hancock,ME,,,,,,,,,,,44.173367,-67.330733,20230731,Advanced Decomposition,USA,COA230731Mn,Jul,Unk
