Obs_Date,Year,Month,lat,lon,ComName,Carcass Condition,State,County
5/18/2018,2018,May,40.583583,-73.67485,"Whale, humpback",Moderate Decomposition,NY,Nassau
5/22/2018,2018,May,40.316861,-73.816917,"Whale, humpback",Moderate Decomposition,NJ,Monmouth
5/22/2018,2018,May,41.01247,-70.42068,"Whale, humpback",Unknown,MA,EEZ
5/27/2018,2018,May,40.6484,-73.134,"Whale, humpback",Advanced Decomposition,NY,Suffolk
5/31/2018,2018,May,37.73515147,-75.56317,"Whale, humpback",Mummified/Skeletal Remains,VA,Accomack
6/1/2018,2018,Jun,40.556721,-73.902662,"Whale, humpback",Advanced Decomposition,NY,Queens
6/14/2018,2018,Jun,40.59333,-73.736,"Whale, humpback",Moderate Decomposition,NY,Nassau
7/26/2018,2018,Jul,40.9972,-72.0386,"Whale, humpback",Advanced Decomposition,NY,Suffolk
8/28/2018,2018,Aug,40.637101,-73.185207,"Whale, humpback",Advanced Decomposition,NY,Suffolk
9/7/2018,2018,Sep,42.25906,-70.80637,"Whale, humpback",Moderate Decomposition,MA,Norfolk
9/17/2018,2018,Sep,42.5605556,-70.9266666666666,"Whale, humpback",Moderate Decomposition,MA,Essex
9/29/2018,2018,Sep,44.121,-68.3681,"Whale, humpback",Advanced Decomposition,ME,Hancock
12/16/2018,2018,Dec,38.8051042,-75.094573,"Whale, humpback",Moderate Decomposition,DE,Sussex
2/3/2019,2019,Feb,35.791975,-74.599389,"Whale, humpback",Moderate Decomposition,NC,EEZ
2/12/2019,2019,Feb,35.8025,-75.5433,"Whale, humpback",Moderate Decomposition,NC,Dare
2/17/2019,2019,Feb,36.2817651,-75.7934379,"Whale, humpback",Fresh Dead,NC,Currituck
2/17/2019,2019,Feb,36.6583,-75.9041,"Whale, humpback",Moderate Decomposition,VA,Virginia Beach
3/13/2019,2019,Mar,36.61778,-75.805,"Whale, humpback",Moderate Decomposition,VA,Virginia Beach
3/15/2019,2019,Mar,37.4859,-75.497815,"Whale, humpback",Moderate Decomposition,VA,Accomack
3/17/2019,2019,Mar,36.333674,-75.811672,"Whale, humpback",Moderate Decomposition,NC,Currituck
3/24/2019,2019,Mar,31.90402,-80.2366,"Whale, humpback",Moderate Decomposition,GA,EEZ
4/14/2019,2019,Apr,37.20105,-75.828477,"Whale, humpback",Moderate Decomposition,VA,Northampton
5/2/2019,2019,May,36.85667,-74.541667,"Whale, humpback",Advanced Decomposition,VA,Virginia Beach
5/4/2019,2019,May,42.29306,-70.45861,"Whale, humpback",Moderate Decomposition,MA,Barnstable
5/5/2019,2019,May,40.7676,-72.741,"Whale, humpback",Fresh Dead,NY,Suffolk
5/29/2019,2019,May,42.503689,-70.065064,"Whale, humpback",Moderate Decomposition,MA,EEZ
6/6/2019,2019,Jun,39.196448,-74.650725,"Whale, humpback",Advanced Decomposition,DE,Cape May
6/16/2019,2019,Jun,41.76666667,-66.81666667,"Whale, humpback",Unknown,MA,EEZ
7/25/2019,2019,Jul,40.995,-71.759,"Whale, humpback",Advanced Decomposition,NY,Suffolk
8/9/2019,2019,Aug,40.6545,-72.7029,"Whale, humpback",Advanced Decomposition,NY,Suffolk
8/10/2019,2019,Aug,40.33875,-73.92265,"Whale, humpback",Advanced Decomposition,NJ,Monmouth
8/26/2019,2019,Aug,42.2313889,-70.6191666666666,"Whale, humpback",Advanced Decomposition,MA,Plymouth
9/30/2019,2019,Sep,40.58199,-73.6493,"Whale, humpback",Moderate Decomposition,NY,Nassau
10/4/2019,2019,Oct,39.138255,-75.409333,"Whale, humpback",Moderate Decomposition,NJ,Cumberland
10/9/2019,2019,Oct,39.773099,-74.094958,"Whale, humpback",Moderate Decomposition,NJ,Ocean
10/18/2019,2019,Oct,39.895392,-74.079367,"Whale, humpback",Moderate Decomposition,NJ,Ocean
10/26/2019,2019,Oct,39.896979,-74.032293,"Whale, humpback",Fresh Dead,NJ,Ocean
10/29/2019,2019,Oct,36.882978,-75.982775,"Whale, humpback",Moderate Decomposition,VA,Virginia Beach
11/14/2019,2019,Nov,40.8608,-72.4145,"Whale, humpback",Moderate Decomposition,NY,Suffolk
12/13/2019,2019,Dec,41.172667,-71.13225,"Whale, humpback",Advanced Decomposition,RI,Newport
1/15/2020,2020,Jan,38.6175,-75.04694,"Whale, humpback",Unknown,DE,Sussex
1/23/2020,2020,Jan,36.334,-75.8122,"Whale, humpback",Moderate Decomposition,NC,Currituck
1/28/2020,2020,Jan,37.662767,-76.153683,"Whale, humpback",Moderate Decomposition,VA,Accomack
2/4/2020,2020,Feb,37.087341,-75.940227,"Whale, humpback",Moderate Decomposition,VA,Northampton
2/5/2020,2020,Feb,37.385,-75.618,"Whale, humpback",Moderate Decomposition,VA,Northampton
2/8/2020,2020,Feb,41.92581,-70.06562,"Whale, humpback",Moderate Decomposition,MA,Barnstable
2/17/2020,2020,Feb,39.593,-72.41,"Whale, humpback",Moderate Decomposition,NY,EEZ
3/5/2020,2020,Mar,35.9541,-75.621,"Whale, humpback",Moderate Decomposition,NC,Dare
3/11/2020,2020,Mar,40.83361,-70.61722,"Whale, humpback",Moderate Decomposition,MA,EEZ
3/31/2020,2020,Mar,40.5643,-73.8726,"Whale, humpback",Moderate Decomposition,NY,Queens
4/9/2020,2020,Apr,33.9062,-78.09578,"Whale, humpback",Moderate Decomposition,NC,Brunswick
4/30/2020,2020,Apr,40.513333,-73.980555,"Whale, humpback",Moderate Decomposition,NJ,Monmouth
5/22/2020,2020,May,40.7654,-72.7488,"Whale, humpback",Advanced Decomposition,NY,Suffolk
5/30/2020,2020,May,40.96814,-72.1249,"Whale, humpback",Advanced Decomposition,NY,Suffolk
7/9/2020,2020,Jul,44.378524,-68.099928,"Whale, humpback",Mummified/Skeletal Remains,ME,Hancock
7/16/2020,2020,Jul,41.404131,-70.188958,"Whale, humpback",Moderate Decomposition,MA,EEZ
7/17/2020,2020,Jul,41.0573,-71.805,"Whale, humpback",Moderate Decomposition,NY,Suffolk
7/18/2020,2020,Jul,40.7342,-72.8576,"Whale, humpback",Advanced Decomposition,NY,Suffolk
7/25/2020,2020,Jul,40.950239,-71.61673,"Whale, humpback",Moderate Decomposition,NY,EEZ
7/27/2020,2020,Jul,41.2452,-70.127,"Whale, humpback",Advanced Decomposition,MA,Nantucket
8/5/2020,2020,Aug,41.28362,-70.23483,"Whale, humpback",Advanced Decomposition,MA,Nantucket
9/14/2020,2020,Sep,40.9093,-70.22325,"Whale, humpback",Unknown,MA ,EEZ
9/16/2020,2020,Sep,39.316604,-74.457123,"Whale, humpback",Moderate Decomposition,NJ,Atlantic
10/27/2020,2020,Oct,40.718,-72.9123,"Whale, humpback",Moderate Decomposition,NY,Suffolk
11/4/2020,2020,Nov,39.001394,-74.706667,"Whale, humpback",Moderate Decomposition,NJ,Cape May
11/7/2020,2020,Nov,41.65578,-69.979175,"Whale, humpback",Moderate Decomposition,MA,Barnstable
11/8/2020,2020,Nov,40.8079,-71.7308,"Whale, humpback",Moderate Decomposition,NY,Suffolk
11/27/2020,2020,Dec,40.9194444,-70.6102777777777,"Whale, humpback",Advanced Decomposition,MA,Nantucket
12/4/2020,2020,Dec,41.168854,-70.12716,"Whale, humpback",Unknown,MA,Dukes
12/11/2020,2020,Dec,36.883333,-75.863333,"Whale, humpback",Moderate Decomposition,VA,Virginia Beach
12/24/2020,2020,Dec,39.730746,-74.119083,"Whale, humpback",Moderate Decomposition,NJ,Ocean
12/28/2020,2020,Dec,42.065615,-70.244772,"Whale, humpback",Moderate Decomposition,MA,Barnstable
1/6/2021,2021,Jan,35.7648,-75.5572,"Whale, humpback",Moderate Decomposition,NC,Dare
2/18/2021,2021,Feb,38.243085,-75.132879,"Whale, humpback",Moderate Decomposition,MD,Worcester
3/18/2021,2021,Mar,35.61345,-75.46645,"Whale, humpback",Advanced Decomposition,NC,Dare
3/19/2021,2021,Mar,36.2849,-75.79441,"Whale, humpback",Moderate Decomposition,NC,Currituck
4/11/2021,2021,Apr,41.333377,-70.640908,"Whale, humpback",Moderate Decomposition,MA,EEZ
7/20/2021,2021,Jul,41.5275,-69.296,"Whale, humpback",Advanced Decomposition,MA,EEZ
8/16/2021,2021,Aug,42.228855,-70.316827,"Whale, humpback",Advanced Decomposition,MA,EEZ
9/17/2021,2021,Sep,40.541871,-74.125844,"Whale, humpback",Moderate Decomposition,NY,Richmond
9/20/2021,2021,Sep,37.1875,-75.89497,"Whale, humpback",Mummified/Skeletal Remains,VA,Northampton
11/22/2021,2021,Nov,42.03363,-70.169556,"Whale, humpback",Fresh Dead,MA,Barnstable
1/8/2022,2022,Jan,41.485349,-71.190541,"Whale, humpback",Moderate Decomposition,RI,Newport
3/2/2022,2022,Mar,36.60651,-74.8961,"Whale, humpback",Advanced Decomposition,VA,Virginia Beach
3/16/2022,2022,Mar,34.047883,-77.825633,"Whale, humpback",Advanced Decomposition,NC,New Hanover
5/1/2022,2022,May,42.1544167,-70.2214722,"Whale, humpback",Moderate Decomposition,MA,Barnstable
7/9/2022,2022,Jul,39.045933,-74.74333,"Whale, humpback",Moderate Decomposition,NJ,Cape May
7/26/2022,2022,Jul,41.882988,-70.046529,"Whale, humpback",Fresh Dead,MA,Barnstable
7/30/2022,2022,Jul,43.27667,-69.903889,"Whale, humpback",Unknown,ME,York
9/2/2022,2022,Sep,40.98944,-71.0508,"Whale, humpback",Advanced Decomposition,RI,Washington
10/13/2022,2022,Oct,41.176248,-71.539367,"Whale, humpback",Moderate Decomposition,RI,Washington
10/31/2022,2022,Oct,43.82797,-69.566442,"Whale, humpback",Advanced Decomposition,ME,Lincoln
11/12/2022,2022,Nov,40.72302,-72.89396,"Whale, humpback",Advanced Decomposition,NY,Suffolk
12/3/2022,2022,Dec,40.981,-72.41743,"Whale, humpback",Moderate Decomposition,NY,Suffolk
12/5/2022,2022,Dec,35.291305,-75.513288,"Whale, humpback",Advanced Decomposition,NC,Dare
12/10/2022,2022,Dec,39.18651,-74.665974,"Whale, humpback",Fresh Dead,NJ,Cape May
12/21/2022,2022,Dec,36.416853,-74.783453,"Whale, humpback",Advanced Decomposition,NC,Currituck
12/23/2022,2022,Dec,39.350358,-74.446686,"Whale, humpback",Moderate Decomposition,NJ,Atlantic
12/28/2022,2022,Dec,34.893952,-76.261643,"Whale, humpback",Moderate Decomposition,NC,Carteret
5/24/2022,2022,May,39.120043,-74.729595,"Whale, humpback",Advanced Decomposition,NJ,Cape May
5/25/2022,2022,May,40.62263,-70.16249,"Whale, humpback",Advanced Decomposition,MA,Nantucket
1/7/2023,2023,Jan,39.352564,-74.438584,"Whale, humpback",Moderate Decomposition,NJ,Atlantic
1/12/2023,2023,Jan,36.9203588,-76.0648251,"Whale, humpback",Unknown,VA,Virginia Beach
1/12/2023,2023,Jan,39.43341,-74.336033,"Whale, humpback",Unknown,NJ,Atlantic
1/16/2023,2023,Jan,38.131602,-75.177917,"Whale, humpback",Moderate Decomposition,MD,Worcester
1/18/2023,2023,Jan,39.3388889,-73.585,"Whale, humpback",Moderate Decomposition,NJ,Ocean
1/28/2023,2023,Jan,39.6641667,-73.6863889,"Whale, humpback",Unknown,NJ,Atlantic
1/30/2023,2023,Jan,40.585341,-73.622896,"Whale, humpback",Moderate Decomposition,NY,Nassau
2/7/2023,2023,Feb,36.9405,-76.044667,"Whale, humpback",Moderate Decomposition,VA,Northumberland
2/11/2023,2023,Feb,37.2426556,-76.0190306,"Whale, humpback",Moderate Decomposition,VA,Northampton
2/13/2023,2023,Feb,40.103389,-74.033872,"Whale, humpback",Moderate Decomposition,NJ,Monmouth
2/27/2023,2023,Feb,40.4936,-73.8885,"Whale, humpback",Moderate Decomposition,NY,Queens
3/1/2023,2023,Mar,39.931917,-74.071392,"Whale, humpback",Moderate Decomposition,NJ,Ocean
3/9/2023,2023,Mar,37.23713,-76.01584,"Whale, humpback",Moderate Decomposition,VA,Northampton
3/10/2023,2023,Mar,37.86883,-75.26583,"Whale, humpback",Moderate Decomposition,VA,Accomack
3/23/2023,2023,Mar,39.7636111,-71.24555,"Whale, humpback",Moderate Decomposition,NJ,EEZ
4/3/2023,2023,Apr,37.64715,-76.00425,"Whale, humpback",Moderate Decomposition,VA,Accomack
5/15/2023,2023,May,36.0941,-75.7066,"Whale, humpback",Advanced Decomposition,NC,Dare
5/16/2023,2023,May,40.5352533,-67.2605238,"Whale, humpback",Advanced Decomposition,MA,EEZ
5/19/2023,2023,May,40.6262,-73.2341,"Whale, humpback",Moderate Decomposition,NY,Suffolk
5/26/2023,2023,May,41.2666667,-71.68,"Whale, humpback",Moderate Decomposition,RI,Washington
5/31/2023,2023,May,40.86304,-72.17364,"Whale, humpback",Moderate Decomposition,NY,Suffolk
5/31/2023,2023,May,40.500267,-74.128563,"Whale, humpback",Moderate Decomposition,NY,Richmond
5/31/2023,2023,May,40.70022,-67.96268,"Whale, humpback",Advanced Decomposition,MA,Nantucket
6/11/2023,2023,Jun,41.22,-70.41,"Whale, humpback",Advanced Decomposition,MA,Dukes
6/12/2023,2023,Jun,41.351997,-70.534636,"Whale, humpback",Advanced Decomposition,MA,Dukes
6/14/2023,2023,Jun,41.02,-69.943,"Whale, humpback",Unknown,MA,Nantucket
6/26/2023,2023,Jun,40.58318,-73.70245,"Whale, humpback",Advanced Decomposition,NY,Nassau
7/22/2023,2023,Jul,41.711131,-70.643919,"Whale, humpback",Moderate Decomposition,MA,Barnstable
7/31/2023,2023,Jul,44.173367,-67.330733,"Whale, humpback",Advanced Decomposition,ME,Hancock
8/11/2023,2023,Aug,40.7450275,-72.8234443,"Whale, humpback",Moderate Decomposition,NY,Suffolk
8/12/2023,2023,Aug,40.2446,-73.9562,"Whale, humpback",Moderate Decomposition,NJ,Monmouth
8/14/2023,2023,Aug,40.571167,-73.740333,"Whale, humpback",Moderate Decomposition,NY,Nassau
8/25/2023,2023,Aug,40.5946584,-73.7464155,"Whale, humpback",Moderate Decomposition,NY,Queens
9/13/2023,2023,Sep,41.148126,-71.587524,"Whale, humpback",Advanced Decomposition,RI,Washington
10/30/2023,2023,Oct,40.4166667,-72.33333333,"Whale, humpback",Moderate Decomposition,NY,EEZ
11/7/2023,2023,Nov,35.349046,-75.491579,"Whale, humpback",Moderate Decomposition,NC,Dare
11/7/2023,2023,Nov,40.2901,-73.2578,"Whale, humpback",Unknown,NY,EEZ
